user_id,n_pano_visited,n_pano_with_label,n_keyboard_interaction,n_pan_interaction
e77d2f59-a6bb-443e-81c4-0c70bf52230d,128,37,62,3264
e77f93c1-1a2c-45db-9650-a98f1947fd14,130,48,153,13759
e8503432-ad52-4e7f-948e-6d9e8005839c,63,24,480,9487
e8b5f3d7-bf0b-4af8-a430-3099591ac460,14,4,35,7228
e8bc0049-cc2a-43f7-bad5-70ecd17abbb0,52,20,374,4138
e95746f6-1e08-473f-8dfa-fc836abb1e41,103,19,21,2020
e9e3a214-c733-41a9-989e-51b0ae705626,101,43,41,8683
ea7985e2-61c3-4c65-844d-a66ecc531bcc,20,10,3,4360
eb3a0b8f-92d8-4e1e-8f6a-e32c2c0e382e,37,11,18,3478
ec11c059-2d2a-4d12-9ea2-d2af26a2a711,51,15,211,16289
ec15a589-dd14-4513-a43e-8c06e55f4c71,10106,3065,11061,411021
ecc39c41-5c78-48f8-830d-9021ad7c8345,59,9,488,5368
edce27c8-cf20-4da1-a15e-f6d5ee227333,61,13,1,3765
eeff2167-1c4e-4719-940e-11534aa13190,36,10,29,1060
f03701ca-ff1d-4ac2-89cf-08c64c239d21,34,8,1,8096
f0527a65-0985-4fb9-a4f7-f53e94db998b,18,8,178,994
f13d2630-35fd-4a78-883d-d108be083425,9171,2231,9850,261670
f193f5bc-f5d6-4a0f-8bc2-688de0a9433e,22,11,60,3643
f3019a96-1db8-4d3f-b28e-8b8589a944bb,11,2,0,1952
f35c4aaf-e263-4b17-923b-1cee1f225784,181,54,194,19167
f49eb660-1e7b-449b-b874-9742e0eb0651,86,56,158,6983
f4dd57be-58a5-417e-8fce-07c63b907746,23,17,1,6810
f5314ef9-3877-438c-ba65-ee2a2bbbf7f5,1858,600,253,45232
f53d7f19-97f7-4759-a882-6e4e48e2fdc0,15,7,0,1507
f5b24781-cb90-4583-9cbd-23585477a8a2,30,18,700,3837
f62a5e5f-e67f-40f9-98d6-a9fe6d9b925d,19,9,28,1466
f69858b5-c091-409c-902c-2ae05998a7fe,20,12,0,2285
f6bae7fb-cc29-4392-a41e-53110a4792ef,19,5,64,8339
f7363ff2-e370-4a02-8a30-a3faa7a58763,38,6,0,3183
f7c88fe1-7279-4257-b163-222530c8e1f3,125,11,32,2634
f80f7539-3f93-4e05-808b-9dfed7db9e71,176,32,287,15567
f831977e-f12a-4261-8e64-a5ca2271af83,95,39,2,11390
f8f26754-59fb-4b11-b90f-cad6bf3690eb,125,21,71,7366
f98c9d5b-98ff-4965-a49c-037deee24520,814,127,0,37329
f9f7f1d9-37c9-462c-97fd-d345cf23965d,22,8,7,3400
fa0bbee4-b98d-4eb3-b6da-d9e9aa287f6c,136,68,555,22740
fbb46bbb-2273-4e5c-b3ec-b04a9ec6c442,47,13,26,2614
fbf97dca-b10e-49b0-ba97-966e0e501485,65,13,496,9330
fc459fec-d0a5-420a-92fe-5c02b42377e1,110,14,63,11273
fc7fee17-2fb9-4407-9020-16ca2ee59be8,78,3,590,4676
fd0a3b72-ef0f-4938-a0e1-69b4a274f99f,13,4,64,1754
fdab54f3-436d-404d-bdd6-455e9afd3e53,30,21,3,3666
fdd004f0-7eb1-4a61-ae2e-8aea7bc98e2c,38,15,215,8354
